doc_key,processed_entities,output_tokens
443,Government; East Pier; Dredge; D; Deep Water Port; Port; Two Birds; One Stone; Abila; Upgrades; Kill; GAStech International,256
444,Police; GAStech; Four; Presumed Missing; Kronos; GAStech Employees; Ten; Abila; Press Conference; 2014/01/21,35
445,Kronos; hazardous materials; Elodis; 1998/11/15; residential water wells; WFA,24
446,Kronos; Wellness for All; Elodis,19
447,Elodisian driver; Kronos; ABILA; deaths; Elodis; family; vehicle; driver error; 2007/04/11; GAStech International; accident,42
448,14 GAStech employees; GAStech; today; Edvard Vann; 6 hours; Kronos; Protectors of Kronos; interrogated; Kronos Government source; suspected; involved; released; kidnapped; confirmed; events,256
449,"expert execution; superior financial performance; GAStech International; brief statement; year; financial performance; record fiscal; 1999/02/19; consistent vision; vision; $110 million; statement; Sten Sanjorge, Jr.; Tethys; CENTRUM; record fiscal 1998 profit",256
450,Cesare Nespola; Health Care; Defeated; Oil; Taxes; Minister of Health; Additional; General Assembly; 23; Clean Water Projects; ABILA; Health Education; 10%; 2001/03/18; Rural Areas; Kronos; Gas Development; Motion; 77,61
451,Government; Protectors of Kronos; Protests; Kronos; Abila police; 21 June; Abila; Security forces,256
452,"Kronos; ABILA; 2014/01/19; Sten Sanjorge, Jr.",23
453,"Centrum; Ingrid Sanjorge; Sten Sanjorge, Sr.; Sten Sanjorge, Jr.; Tethys; GAStech International",38
454,Cabinet; Administration; Government; Cesare Nespola; Kronos; ABILA; Death; Health; Minister of Health; President Kapelou; 2001/06/15; Vincent Kapelou,256
455,Officers; Insults; Kronos; Protectors of Kronos; 2010/06/21; Demonstration; Tear gas; POK members; Melee; Rocks; Abila police headquarters; Abila; News Online Today; Bullhorns,52
456,Kronos; POK thugs; Police spokesman Adrien Carmen; Police patrol officers; Bashed; POK; Two patrol officers; Ambushed; Street; Abila; Dragged,256
457,late 1990s; water contamination; Cesare Nespola; social activist group; Protectors of Kronos; Kronos; Elodis; resolutions; late 1990s; Minister of Health,256
458,Police; Riot; Demonstration; Violence; Protestors; Police Officer,256
459,Kronos; Wellness for All; Elodis,19
460,Fourth Quarter; Kronos; Bureau of Economics; Real Gross Domestic Product; 5.4%,23
461,Government; Crop yield statistics; Country's food; Poison; Health; Children; Meetings; Response; Time; Elected officials; Crop; Reese; Wellness For All; Foreign affairs; Protection; Struggle; Documents; Justice; Medical records; Interior; Kronos; Community; Government officials; Scientific test results,256
462,Threatening; Come; Threatening; Police sources; POK; Purporting; Minister of Health; Letters; Vincent Kapelou,256
463,Oil and; Kronos; Oil and Gas Kronos; Oil and Gas; Oil and Gas Production Costs; Oil and Gas Production,256
464,Government; Protectors of Kronos; Release; Prosecution; Threat; Citizens of Kronos; Criminal Activity; 30 June 2013; President Kapelous office; Violence; Homeland; Terrorist Group; Homeland Security Laws,256
465,Cancer; Corruption; Protectors of Kronos; Benzene; Elodis; 2013/06/21; Sweet-faced; Juliana Vann; Toxic waste dump; Tiskele River; Drinking water; Ten year old girl,51
466,"Ingrid Barranco; Orhan Strum; $96.25 million; Kronos; $327.25 million; 2013/12/16; CENTRUM; Ada Campo-Corrente; Sten Sanjorge, Jr.; Tethys; GAStech International",62
467,Abila City Prison; President's office; Protectors of Kronos; Kronos; Minister of Justice; 2009/06/20; Chief of Police; Elian Karel,38
468,Government; Standard of Living; President Araullo; Abila General Hospital; Lifestyle; New Hospital; Abila; Upgrade; Electrical Fires; Projects,36
469,Police; GAStech; Police P2o; Information; Questions; 20 January 2014; Activities; Construction; Tethys News,148
470,Sten Sanjorge Jr.; GAStech; capitol; Ingrid Barranca; Orhan Strum; cap; relationship; President; president; Ada Campo-Corrente; Willem Vasco-Pais; CEO; reception,256
471,GAStech; Vann; P; POK; information; kidnappers,256
472,GAStech; police; G; GAStech quarters; employee; construction,256
473,GAStech; G; GAStech quarters; employee; fire signaler; construction,256
474,Sten Sanjorge Jr.; GAStech; GAStech Jet; 6:10 PM; International Airport; Civil Employees; Abila; Fuel; Update; Tethys News,41
475,Police; GAStech; Search; Construction; Quarters; Tethys; Emergency,22
476,Comment; GAStech; Ms. Barranca; Ingrid Barranca; Conversation; GAStech quarters construction; GSAtech quarters; GSAtech quarters construction; GSAtech; GSA; Coordinator,256
477,GAStech; Morning; Suppliers; Wearing; Black; GAStech quarters; You; People; 20 January 2014; Construction; Emergency; Present,39
478,GAStech; Edvard Vann; POK; kidnapping; Abila,256
479,GAStech; police; barricades; work; GAStech quarters; crowd; control; activities; construction; centers,256
480,Police; GAStech; Carman; Suppliers; Kidnapping; Supp,256
481,GAStech; government automobile; police; occupant; occupant; emergency; civil employee; GAStech quarters; government; perimeter; automobile; construction; emergency civil employee,256
482,GAStech; roof; sheets; GAStech quarters; helicopter; evacuate; construction,256
483,GAStech; police; government civil employee; justice; government; kidnappers; capacities; investigators,256
484,GAStech; Acclimatizes; Willem Vasco-Pais; Emergency; Coordinator; Wil,256
485,GAStech; police; police of Abila; emergency; GAStech quarters; police of Ab; Abila; centers,256
486,GAStech; GAStech construction; GAStech quarters construction; GAStech quarters; Strum di Orhan; GSAtech,256
487,GAStech; National Fire; National Fire Departments; Abila Fire Department; Abila; Abila Fire Unit; Construction; Alarm,256
488,Precautions; Government; Megaphone; Rufus Drymiau; Kapelou; Kapelou Square; Emergency; Kapelou Square; Kapelou President,256
489,police; 7:30 PM; emergency; rilasciata; GAStech quarters construction; pressed; 7:15 PM; Abila; short; declaration,53
490,Police; Carman; Kronos; Updates; Island; GAStech Quarters; Missing People; 7:40 PM; 20 January 2014; Construction,35
491,GAStech; police; GAStech employees; G; black; drip; kidnapped; GAStech continue; GAStech quarters; seen; GAStech quarters construction; interviewed; reporter; construction; kidnappers,256
492,Ministry of Tethyn; Kronos; Ministry of Teth; Tethys; Tethys News,256
493,To it employs you; GAStech; 3:20 PM; GAS; GAStech quarters; 20 January 2014; construction,256
494,telephone; voicemail; GAStech quarters; GSAtech; office; Ada Campo-Corrente; system; construction; voicemail,256
495,GAStech; President of GAStech; Accommodated; Local pictures of GAStech; Capitol; Transition; Abila; Jr. of the CEO Sten Sanjorge; Construction; Presidential reception,45
496,GAStech; Airport; Limousine; 20 January 2014; Building,17
497,Facts; GAStech; Megaphone; Carman di Adrien; Police of Abila; Abila; Kidnapping suspicion; Abila; Investigation; GasTech employees,256
498,GAStech; Captain Federigo Accardi; Ab; Abila; fire,256
499,GAStech quarters; GAStech; construction,256
500,GAStech; threat; pulled; emergency; GAStech quarters construction; GAStech quarters construction; GAStech quarters; answer; bomb threat; fire signaler; construction; bomb,256
501,GAStech; police; role; government; information; kidnapping; employees; Kronos (POK); search; violent; confirmed; relationships,31
502,GAStech; Telephone; Telephone; Mr. Strum; Telephone numbers; Coordinator,256
503,GAStech; Civil employees; GAStech quarters; Construction; Fire unit; King-enter; Emergency,256
504,Police; GAStech; unaccounted for; Abila Police; Abila Police; missing; investigation; Abila; abducted; 14 individuals,256
505,GAStech; perpetrators; GAStech employees; Kronos; justice; employees; kidnapped; kidnapped,256
506,Government; Approaches; Protests; POK; Citizens; Chaos; Siopa; Water Contamination; Elian; Violence; Destruction; Statement; Slogans; Windows; Peaceful means; Peace; Shops; Downtown; Elian Karel; Fires; Justice; Unjustifiable.; Juliana; Kronos; Protectors of Kronos; Buildings; Change; Chanting,105
507,GAStech; GAStech employees; Kronos; missing; GAStech headquarters; Tethys,256
508,GAStech; Incident; 9:00; Abila Police Department; Police Department; Abila; 9; GAStech Incident; Day Two; News Conference,256
509,Kronos; President Dorel Kapelou II; Party of Kronos Industrialists; Be Ever True to Thee; Democratic Party of Kronos; General Assembly; Ren Touvi,51
510,PUBLISHED: By Haneson Ngohebo; 934 UPDATE; The names of the missing; TITLE: ON THE SCENE BLOG; 21 January 2014; and presumably kidnapped; have yet to be released; SOURCE: The Abila Post,143
511,GAStech; Protectors of Kronos; Ransom; GAStech employees; $20 million,25
512,Threatening letters; Threats; Protectors of Kronos; Response; Threat; Personal security force; POK; Attention-seeking organization; Doubled; Letters; Public threat; Chances; Size; Minister of Health; President Kapelou; Fact; Vincent Kapelou,256
513,GAStech; GAStech false alarm; GAStech employees; GAStech fire; GAS; GAStech intentional; GAStech alarm pulled; GAStech building; Abila Fire Department; GAStech alarm; GAStech planned fire drill; GAStech spokesman; GAStech fire alarm,256
514,Government; Tiskele Bend site contract; Detrimental; concerned residents; Health Issues; and; Blame; Investigations; Rural Township; Elodis; Investigation; GAStech International; Complaints; Finger; Government of Kronos; illnesses; Research; Tiskele Bend; Appeals; Kronos; Pointing; People; Hasty; well testing; Government Report,138
515,GAStech; Abila Post; GAStech employees; Press; 1721 Update; Haneson Ngohebo,256
516,Initial Public Offering; Abila Police Department; Press.; Kronos Government; Motives; Kronos Government Source; Kronos Government Reception; Kidnapped; Speculation; GAStech Office; Missing; Abila Fire Department; GAStech International; Responsibility; Sten Sanjorge Jr.; GAStech; Kronos; Protectors of Kronos; GAStech Employees; Tethys; January 20th; Fire,110
517,Sten Sanjorge Jr.; GAStech; Departure; President; Arrival; Jet; Refueling; Tethys; CEO; Tethys Airport,38
518,GAStech; police officials; police response; Abila Police; officials; time; incident; investigation; GAStech headquarters; crime scene; perimeter; false fire alarm; officials; comment; crime,256
519,Abila Post; Abila's hospitals; Calls; 20 January 2014; City Morgue; Haneson Ngohebo,32
520,"trespassing incident; seriousness; charges; released; tax evasion; week's end; Sten Sanjorge, Jr.; police spokesman; lawyer; terrorists.; Adrien Carman; police custody; statement; Elian Karel; situation; GAStech; false; Protectors of Kronos; Kronos; GAStech President and CEO; Michale Kraft",77
521,GAStech; employees; building; Kronos; AFD; employees; reports; fire alarm,256
522,"14 to 16 passengers; Private jets; Yet to be confirmed; Destination; Confirmed; Rome, Italy; Abila Airport",29
523,Police; GAStech; Government; Confusion; Press; Edvard Vann; Protectors of Kronos; Kronos; POK; Innocent; Press; Terrorist Group; Communication,256
524,Government; Protests; government buildings; police; Elod; Rioting; Elodis; Rufus Drymiau; GAStech International; skirmishes; Environmental issues; tire burnings; arrests; rock throwing; Tiskele Bend; rioting; Kronos; Protectors of Kronos; Arrests,512
525,GAStech; Linda Lagos; Orhan Strum; GAStech headquarters,256
526,Searching; Bomb threat; 10 minutes ago; The Abila Post; Abila Fire Department; 20 January 2014; Smoke; Haneson Ngohebo; Building,40
527,Government; Banners; Protests; Blood; Security forces; Tear gas canisters; Riot shields; Abila police; Plaza; Abila; Government security forces; Arrest; Riot police; Martyrs; Protesters; Discarded; Government buildings; Signs; Trampled; Images; Protectors of Kronos; Kronos; Riot; Chants; Smoke,512
528,elected President; country; country; resounding victory; 36%; Kronos; 1 October election; clear mandate; 62%; bright path forward; Dorel Kapelou II; Kapelou's vision; Luis Araullo; vision; new dawn; new elected President,62
529,14 GAStech employees; Government; Press; Vann; POK; government; press; Police; police; Edvard Vann; Elodis; Abila; innocence; unaccounted for; President; GAStech; Terrorism; Kronos,67
530,"Sara Tuno; CEO Sanjorge, Jr.; GAStech; Government reception",21
531,GAStech leadership; GAStech; GAStech leadership missing; GAStech employees; GAStech employees missing; GAStech victims; GAStech employees unaccount; GAStech evacuation; GAStech building; GAStech incident; GAStech kidnapping,256
532,drinking water; chromium; xylene; POK; Juliana Vann; WFA; June 19; Wellness for All; natural gas drilling site; deaths; Elodis; Abila; protests; destruction; Water contamination; GAStech International; traditional farmland; contamination; Jeroen Karel; toluene; demonstrations; Karel; riots; Government of Kronos; barium; world; T; WFA-funded doctors; Elian Karel; Tiskele Bend; public threat; arsenic; violence; Protectors of Kronos; selenium; Kronos; poisonings; benzene; lead,563
533,GAStech; G; GAStech employees,256
534,Corporate Gathering; GAStech; Evacuation; Kronos; Bomb; Doubts; Fire Drill; Bomb Threat; People; Writer; Fire,33
535,investment; GAStech; foreign company; GAS; Kronos; delegation; Abila Airport,256
536,addiction; violent activist groups; Europe; means; drugs; Middle East; hashish; Abila; decade; appearing; issues; heroin; drug related arrests; drug sales; shore; increase; transshipment point; people; activities; violence; Kronos; Protectors of Kronos; concerns; Africa,80
537,Contamination; Kronos; Wellness for All; Protectors of Kronos; Selenium; Xylene; Government of Kronos; Elodis; Lead; Toluene; Barium; Arsenic; Benzene; GAStech International; Chromium,57
538,"GAStech; Tethys headquarters; Centrum; GAStech employees; names; missing; CEO Sten Sanjorge, Jr.; released",49
539,GAStech; A GAStech; GAStech meeting; Kronos; Conference room; Meeting; Kronos employee; Haneson Ngohebo,256
540,GAStech; GAS; pins; Kronos; collars; ABILA; spark.; gas; collar; blown out; wellheads; Tiskele Bend; GAStech International,279
541,Abila Police; news conference; Abila; 20 January 2014; news; Haneson Ngohebo,256
542,Police; Government reception; Police presence; Celebration; Windfall; Press; Search; GAStech executives; GAS; Rumors; GAStech headquarters; Unknown resort location; Fire department,256
543,Udawalawe Reservoir; Sabaragamuwa; 30 June 1972; Uva Provinces; Sri Lanka; Walawe River; Colombo; Udawalawe National Park,87
544,"GAStech leadership; GAStech; Government reception; GAStech employees; 2:30 PM; Eight people; Reports; Rumors; Rome, Italy; Eight; Private plane; Abila Airport",256
545,Siopa; Government spokesman; They; look; Kronos; Siopa district; Protectors of Kronos; change; chant; Rufus Drymiau; belong.; Shop owner; jail; rocks; buildings; stupid,276
546,"Ingrid Barranco; GAStech; Miriam Avila; Government reception; GAS; Orhan Strum; Centrum; Tethys; Kronos; daily; 5 million cubic meters; Ms. Avila; Ada Campo-Corrente; Willem Vasco-Pais; Kronos headquarters; Mr. Sanjorge, Jr.; GAStech International",324
547,"second plane; first plane; fourteen to sixteen people; planes; between the two private jets; Rome, Italy; 12:30 local Kronos time; Abila Airport; seven or eight passengers; relaxed; Danisliau; two private jets; fuel; passengers; second group of passengers; Ravi Danisliau; GAStech; Kronos; first group of passengers; celebrating something; GAStech International Danisl; 14:30 around two hours; business types; hurry",346
548,Abila Hospital; Corporate largesse; Government spokesman; Money; Remaining family members; Elodis; Valeria Edris; Rufus Drymiau; GAStech truck driver; Celia Edris; GAStech International; Marcellus Edris; Carmine Edris,69
549,"GAStech; Wind falls; Abila Post; reporters; IPO; Kronos; On the Scene Blog; CEO Sten Sanjorge, Jr.; Kronos leadership group; Kronos plans; Haneson Ngohebo",58
550,Government; Water; Duty; Land; Kronos; Elodis; Government of Kronos; People; Sick; Abila; Tiskele Bend; GAStech International; Statement,256
551,Police; GAStech; GAStech employees; Police cordon; GAStech headquarters; GAStech building; Police vehicles; GAStech headquarters; Police officers,256
552,unmarked black car; GAStech; Kronos Government officials; GAStech headquarters; 1405 Update; tinted windows; 20 January 2014; police cordon,54
553,Police; GAStech; Confusion; Abila Police; What has happened; GAStech headquarters; Abila; 1220 Update; Concerns,66
554,POK; GAStech Building; GAStech officials; Response; Public safety; GAStech International; Statement; Incident; GAStech Headquarters; Additional security; Officials; GAStech; GAS; Crowd; Kronos; GAStech Employees; Rallies; Time; Government officials,512
555,Government; Protests; Government statement; Last year's events; Stolen; Hagar Awelon; Attack; More; Abila; Windows; Son; Business; Siopa district; Government of Kronos; Goods; Defended; Safety; Elian Karel; Government promise; Fear; Siopa district; Kronos; Riots; Government officials; Store,512
556,vandalized vehicle; two police officers; Kronos; public; Adrien Carman; spray painting; police officers; POK; assault; government property; next; serious crimes; Abila; POK logo; police spokesman,48
557,"Sara Tun; GAStech International; Orhan Strum; Sara Tuno; Ada Campo-Corrente; Willem Vasco-Pais; Sten Sanjorge, Jr.; Ingrid Barranco",256
558,GAStech; GAStech; Truck driver; Car; Old boy; Sri Lanka; Elodis; Children Abila; Prison Elodis; Nine years; Preservation; Road Calistermi; Collision; 2007/03/19; Hospital,256
559,Rescue boats; Press; Important; Kapelou family; Coast; Point Abila; Kapelou II; Cold; Tonight; Gala of the head Kapalou; Cancelled; Celebrities; Presidential boat; Press Contact; 2010/03/05; Race; Less Important; Witnesses; Presidential Office; Mediterranean coast; 41; Swim; Leaves; Boat; Kapalou; Golden head; President; Official; Rescue craft industry; Researches; Wounds; Boat race; Avoid; Crew; Kronos; Captain; Country; International dignitaries; Petra Hohimae,365
560,$20 millions; local news organizations; POK; GASTech; fire alarm; Ingrid Barranco; headquarters GASTech; Ada campo-Corrente; Willem Vasco-Pais; responsibility; complete list; 2014/01/21; Orhan Strum; released.; T; unaccounted-for employees; ransom note; execs; Sten Sanjorge Jr; company; Kronos; collective collecting; Tethys; Council meeting,356
561,fuel action-based; POK; government; prison; Sten Sanjorge; GASTech; protest; ladder; Friday; organization; rabblerousing; filled year; Abila; Kronosian; capacity; awkward government; gone; strong armed; Karel; political care; now; figure of contempt; aright; Elian Karel; government Kronosian; terrorist group; verdachte dead; growing dissatisfaction; GAStech; hypermarket; Kronos; man mantel; event; dissatisfaction; verdachte; CEO; food prices,543
562,convoy; Malaysia; civil servants; Udawalawe Reservoir; 13 people wounded; Fatboy Slim; Turkey; The Road to Ruin; Primrose Hill; Calamity evacuation canal; earthquake victims; Charity effort; Dr. Jayala Mahmed; 1999/11/16; Beverley Martyn; Conflict; Health care; Essential goods; Island Records; Uva Provinces; Sri Lanka; Governments of Malaysia; The Times; Izmit; aid; Benevolence trunks; Jim Cordon; Udawalawe National Park; funds; Aid; Izmit; Palookaville; Martyn; Kosovo; 30 June 1972; Food; FoodSupport; Services; Danny Thompson; John; increase; Road to Ruin; New profession campaign; attacks; GIVING Singapore; Sabaragamuwa; aid agencies; coming; food convoys; Walawe River; Colombo; 15 millions people; government aid mobbed; Crisis; Access to maintenance,365
563,Udawalawe Reservoir; work; started; Fatboy Slim; The Road to Ruin; POK; government; Primrose Hill; undisciplined mob; restless; violently; activities; criminals; presidential manor; concerning; movement; more devastating; Beverley Martyn; security strengths; Island Records; Uva Provinces; Sri Lanka; Abilians; international responsible; mob; Abila; teargas; gas reuze; presidential lord house; Udawalawe National Park; file; Palookaville; John Martyn; Martyn; twisted; 30 June 1972; emergency situation law; guards; peacefully; Danny Thompson; devastated; John; Road to Ruin; activities; conservative government; increased; snarled; GAStech; more restless; spokesmen; returned; police force; Sabaragamuwa; fight; Kronos; protestors; collections; treatment; troops; divide; Walawe River; Colombo; tear; 2012/06/21; environment questions; interrupting peace; spread,768
564,Signed; Politiehoofdkwartier; authorities; reading; POK; government; eyes; environment; Rufus Drymiau; oldest; Abila; Violence; finance; Kronos van Abila; M. Drymiau; Anti-terrorismeverdrag; P; State; guards; punish; activities; Communication; Kronos van Kronos; activist organization; group; oldest; Terrorism; Decision; Kronos; largest; Decision; People; Tethys,768
565,Government; Drilling; Costs; Increase; Access; North America; Availability; Wells; Oil; Exploration; Jules Jecovic; 15%; Capital; Production; Production costs; Oil and gasvelden; K3.5bn; Omhoog; K83m; Annual activity; 2012/02/21; K30; Ministry; Norway; Investment; K17; Research; Energy civil servants; Gas; Resources; Country; Previous year; Kronos; K2bn; Material,339
566,suicide tariffs; insect; paranoia; Blossom of the Tulip; Asteria; Cotton candy; port civil servants; insecticides; Army; suspected sendings; Loblaw; Asterian; designer drug; Activities; Street names; detergens; Herbal dreams; hallucinations; APA; violent behavior; MDMC; Tethys Counterdrug; mental health problems; youth; Designer drugs; People; Robert Loblaw; Tethys; Pedigree,548
567,parcel; Can; Sgt Antonio Arresta; Bianca; Know; near; Medical Complications; Media; Island Records; dreams of the herb; Sri Lanka; Do; Designer Drugs; End; Antonio Arresta; Nurse Manager; Stimulant; Naked Body; Cotton candy boot; John; Naked Man; recipe; police force; Binge; meter; Designer drugs; Not; therapy products; army; Udawalawe Reservoir; Important; Fatboy Slim; drug trafficking organizations; Ideas; Elodis; available; Question; Udawalawe National Park; Palookaville; 30 June 1972; Danny Thompson; Transactions; Frequently; Medical Treatment; Taken; rise; Colombo; Seizure; possible; Euphoria; Birthday; distribution; Gone; Manufacturers; Primrose Hill; government; Ralf; use; Synthetic Marijuana; Balance; When; Beverley Martyn; checked substance list; drug trafficking; Uva Provinces; maintaining agencies; Asterian; Abila; area; Martyn; Section of the Fire Abila; Brain; law; Road to Ruin; General Hospital; Sabaragamuwa; Discharge; Kronos; You; imagining ideas; Emergency Situation; Blossom of the Tulip; Alicia Bianca; Difficulty; 4 February; Cotton candy; The Road to Ruin; labelling as a crime; change; Hand-full Question; Cotton candy bootst; Authorities; Cotton Candy; seizure; Brought; Cocaine; Previous Month; Get; manufacturers; Medical Complications; Synthetic marihuana; parcel; political rebellious groups; people; traditional; Imagining; Walawe River; income source; cooperation,1457
568,Tethian; Family; Culture Shock; culture; Staff; Workplace Procedures; problem; Knowledge; Address; opinions; Wants; Long Answer; Work-Life Balance; CEO hard; Plane; eighties; Office; Workplace Policies; Tethys; Overtime; Forced; Competition; Workplace Environment; Differing; Foreign CEOs; Truck Drivers; Elodis; facilitate.; Saying Something; Workplace Accomplishments; Industry; Preparations; Workplace Duties; Workplace Performance; Workplace Tasks; Communication; luxury goods; team; GAStech; Lose Job; process; Team; No Responsibility; Confused; foreign staff; Tethys; advantage; Workplace Responsibilities; LEADER; Success; Leadership; oil and gasprospector; country; Birth Country; Workplace Standards; Adaptation; Workplace Objectives; Colleagues; Workplace Regulations; Workplace Practices; Markets; Kronosian; minimize expectations; Workplace Results; Border; Culture; Taxi; Employees; Workplace Contributions; Hard Work; Kronos; Memorandum; Understanding; Lead; Work; Kronosians; competition; population; Administrators; Socializing; foreign; Workplace Achievements; Workplace; Personal Life; Frustrated; Practice; Workplace Rules; Workplace Expectations; environment tough; difficulty; Environment; Overseas; New Environment; Workplace Goals; assume; foreign firms; economic environment; personal life; Workplace Culture; CEO,1117
569,"places; medical and therapy center; infrastructure resources; strive themselves; working; work; put; not fundamental; Europe; argument; modern; marble-lined; Eastern Kronos; overall; private fleet; matter; posts; ferry boat; energy companies; perks; Kronosian; Sten Sanjorge, Jr.; functioning; other industries; several manners; four planes; energy; staff; giant distances; unceremoniously; dumped; employees; require; company cities; Gastech; move.; activities; Gas; GAStech; Pipeline; company; Kronos; Government Kronosian; Gasfields; will; 2013/02/24; picture; always; differing; insure; Sten Sanj; Tethys; far from place; unbiased; TV GAStech",654
570,"years; examine; progress; work; European energy; government; Europe; Professor Oskar Wertz; small-scale; large numbers; large employee; conventional oil and gas well; commercially; fossil fuel resources; coast resources; environment experts; gas; optimistic; sea environment; manner; acidic; coast; marine damage; Sten Sanjorge, Jr.; Sanjorge; gastech; process; estimates; SanJorge; shale; substrate disposal; energy market; never done; disposal; Tethys University; 10 years; wells; next decade; flow of; try out; see; GAS; oil; difficult.; GAStech; shale gas; 20, 30, 40 years; GAS; really large industry; process; Kronos; short time; negotiations; substrate; local communities; billion dollar question; exploitable; hyper-acidic",816
571,1982/10/03; Energy; oil spill; work; The city; Temporary blessing; Knowledge; government; gas fields; Glasgow; place; Sten Sanjorge; truck driver; techniques; raw materials; Himself; gas processing; gas; controversial; North sea oil; Tethan; Sanjorge; industry; energy; energy industry; Sten; T; world; Runs; North sea; North sea oil spill; people; Gas; GAStech; GAS; company; nice; Long hospitality; center; Center; substrate; Intellectual property; Tethys; substrate disposal,1060
572,Black smoke; Udawalawe Reservoir; waste streams; Discharging; Fatboy Slim; Rubber balls; The Road to Ruin; Primrose Hill; government; Abilia; Government building; protest; Hope; Spokesperson Kronos; Beverley Martyn; country.; Island Records; Uva Provinces; Sri Lanka; cities; Police force; Abila; Environment; Udawalawe National Park; cross fire; citizens; Palookaville; John Martyn; Martyn; 30 June 1972; Dorel Kapelou II; Danny Thompson; John; Road to Ruin; sicknesses; peace; violence; Sabaragamuwa; police force; Kronos; demonstration systems; Inheritance; Tear gas; Walawe River; Colombo; People; Change,344
573,"GAStech; IPO; IPO; Kronos; Sanjorge, Jr; Abila; Haneson Ngohebo",256
574,GAStech; Government; Evacuation; Deaths; GAStech; Methane Gas; Kronos; Explosion; ABILA; Local Residents; Employees; Homes; Burns; Elodis; Tiskele Curve; Investigation; Bones; Fire,307
575,GAStech; police; Vann; terrorist; Elodis; POK; government; president; Abila; 14; press,31
576,Udawalawe Reservoir; Sabaragamuwa; 30 June 1972; Uva Provinces; Sri Lanka; Walawe River; Colombo; Udawalawe National Park,256
577,Threats; Kronos; POK; Letters; Public threat; Security; Minister of Health; President Kapelou; Vincent Kapelou,36
578,Carman de; Carman de Adrien; La Paz; POK,256
579,financing; Julian Vann; chromium; fragmentation; xylene; Government; world.; caused; demands; POK; government; died; 19 June; editions; used; rural Elodis; WFA; protectors of Kronos; martyr; Threat; Literature; deaths; Elodis; Abila; protests; poisoning; direction; Julian; contamination; nontrustworthy; costs; image; Jeroen Karel; ten years; refuted; demand; downplayed; water; mentioned; barium; potable water; old girl; official; Threatens; residents; deaths; Elian Karel; GAStech Tiskele; action; arsenic; GAStech; trust; violence; Kronos; selenium; persistent disease; campaign; source; traditional territories; labrantío; demonstrations; benzene; uproars; Public; healthy; lead; tolueno; first POK,699
580,Destination; Fuel; Fueler; Danisliau; Abila; Business type; Jets; Rome; Plane; 16; Supply; Deprived; Ravi Danisliau; GAStech; Kronos; 14:30; International; International; Passengers; Hardly; Italy; Planes,298
581,Government; Siopa de Abila; protests.; demonstrators; government; Merchandize; backwards; security; civil employees; promise; declaration; Hagar Awelon; Warehouse; Attack; protests; Abila; Windows; Son; More.; Elian Karel; Kronos; fear,70
582,international headquarters; GAStech; GAS; government officials; meetings; Kronos; ABILA; public security; environmental damage; POK; demands; incident; time; declaration; civil employees,326
583,GAStech; Hospital; remaining members; Kronos; money; Elodis; Valeria Edris; Rufus Drymiau; family.; Abila; Celia Edris; Marcellus Edris; Carmine Edris; largesse corporative,85
584,"Trust; Truth; Refrain; Kronos; 13; President Dorel Kapelou II; 85; 1,0; 2; Confidence; Vote; Democratic Party of Kronos; General Assembly; Ren Touvi",73
585,Approaches; POK; Citizens; Chaos; Siopa; 2009/06/22; Elodis; Declaration; Violence; Julian; Windows; Demonstrators; Water; Peace; Elian Karel; Stores; Fires; Unjustifiable.; Kronos; Change,71
586,10:00; Udawalawe Reservoir; Fatboy Slim; greater security of GAStech; The Road to Ruin; Primrose Hill; reception; 20 of January; Edvard Vann; Island Records; Uva Provinces; Sri Lanka; information; Abila; Udawalawe National Park; Palookaville; government of Kronos; John Martyn; Martyn; 30 June 1972; Danny Thompson; office; John; Road to Ruin; annual corporative meeting; GAStech; Sabaragamuwa; Kronos; Walawe River; Colombo; cars of the body of firemen; fire,149
587,GAStech; protectors; Kronos; pressure; Elodis; activist; government; 1998/11/17; WFA,274
588,human chain; Government; Assuring; POK; government; brakes; site; deficiency; Tiskele; Rufus Drymiau; GAStech de Kronos; Elodis; protests; arrest; Environmental editions; contamination; Government and GAStech; water; curve; release; GAStech; Kronos; Assuring; answer; violate.; violent; entrance,321
589,Government; Emilio To; They; Patrol; arrested; change; POK; Owner; Siopa; Districto; them; Rufus Drymiau; glance; paint; stupid; sing; Business; P; jail; belong.; later; Kronos; Store; rocks; buildings,284
590,Transfer; Heroin; Means; Europe; Related editions drug; Middle East; Abila; Violence; Hashish; Attachment; Increase; Violent groups of the activist; Sales; Preoccupations; Kronos; Protectors of Kronos; Related haltings drug; Port of Abila; People of Kronos; Africa,68
591,"GAStech; Sten Sanjorge, Jr; Kronos; President; POK; Michale Kraft; Carman Adrien; Elian Karel; CEO; CEO",256
592,"IPO; Newspaper gas; Near 5 million cubic meters; government; Ada Campo-Corrente; wealth; International operations; Miriam Avila; Production; gas; headquarters; Willem Vasco-Pais; meeting; Headquarters; explosion; Orhan Strum; employees; exploration; GAStech; company; Mr. Sanjorge, Jr; Kronos; COO; Sanjorge, Jr; Center; kidnapping; Ms Avila; Tethys; CFO Ingrid Barranco",119
