doc_type,chunk_idx,entities,latency,input_tokens,output_tokens,article_name
news_article,5,GAStech; Kronos; IPO; $327.25 millions; $96.25 millions; Ingrid Barranco; Ada campo-Corrente; Orhan Strum; Willem Vasco-Pais; $38.5; M. Sanjorge; Tethys; 5 millions cubic meters; Ms. Avila; News Desk; DRUG RELATED ARRESTS ON THE INCREASE; 2011/05/15; ABILA; Middle East; Africa; Europe; guards of Kronos; PRESIDENT KAPELOU II THAT BY THE FORK OF THE REPORT ARE PREFERRED; 2010/10/03; Dorel Kapelou II; Kronesian; democratic party of Kronos; 98.7%; Ren Touvi; organization of matter; party of the Union; 1.0%; 85 seats; 13; party industrialists Kronos; van Kronos.,7.591984033584595,1117,191,News Desk
news_article,6,Kronos; News Desk; POSSIBLE POLLUTION IN ELODIS; 1997/04/25; ELODIS; Abila; Tiskele; GAStech international; government of Kronos; WELLNESS FOR ALREADY DECLARATION OF QUESTIONS CONCERNING ELODIS; 1998/11/17; Wellness of the water information all (WFA); WFA; Tethys; benzene; toluene; xylene arsenic; barium; chromium; lead; selenium; activist group of Kronos; THE ATTACK OF TIME OF THE DAY POK; 2013/12/18; ABILA; POK; Adrien Carman; police force,7.976440191268921,1148,146,News Desk
news_article,7,Adrien Carman; POK; 2010/06/22; ABILA; Kronos; News Desk; THE GOVERNMENT ANSWERS TO ANOTHER ROUND OF PROTESTS; 2012/08/23; WHO ARE PROTESTERS; Elian Karel; guards of Kronos; 1997; Elodis; Wellness all (WFA); GAStech; Tiskele,3.519057512283325,1107,85,News Desk
news_article,8,POK; GAStech; Tiskele; Elodis; 1998; WFA; benzene; toluene; xylene arsenic; barium; chromium; lead; selenium; Juliana Vann; Kronos; Juliana; Elian Karel; 2009; Jeroen Karel; Abila; 19 June; 2011; News Desk; THE AIRPORT ABILA CONFIRMS TWO PRIVATE TODAY LEAVES JETS; 2014/01/20; Ravi Danisliau; 12:30,5.887827157974243,1133,119,News Desk
news_article,9,Danisliau; Kronos; Rome; Italy; Abila; GAStech; News Desk; THE LABELS POK PUBLIC THREAT OF THE GOVERNMENT; 2011/07/28; Rufus Drymiau; Siopa; Emilio Haber; THE SPONTANEOUS PROTESTS BURST ROUND ABILA SEPARATELY; 2009/06/21; Elian Karel; POK,4.17125129699707,1140,93,News Desk
news_article,10,"Elian Karel; Kronos; POK; Siopa; Juliana; Elodis; 1998; News Desk; ENVELOPE UP OF EVENTS AT GASTECH; 2014/01/20; ABILA, Kronos; GAStech; Tethys; Sten Sanjorge Jr.; Edvard Vann; 20 January; Abila Kronos",3.3757433891296387,1120,81,News Desk
news_article,11,"20 January; GAStech; Kronos; 10:00; Abila; News Desk; ARREST BLOTTER OF THE POLICE FORCE KRONOS; 2011/11/24; AWELON, CYNTHE; 3/20/1981; THE UNIT OF THE DRUG; BLUMIAU, WILLEM; 2/15/1995; POSSESSION OF CHECKED SUBSTANCE (HASHISH); FOREIGN GUARANTEE; BODROGI, KARMIJN; 12/1/1993; POSSESSION OF CHECKED SUBSTANCE (MDMC); COARDA, SEVE; 5/13/1979; PEDESTRN SUCCEEDING USE CROSSWALK; CUSEMA, BRITA; 1/7/1992; THE SHOP ROBBER STABLE PLEGEN-VIJFDE DEGREE OF THE ROBBER STABLE; DUNNA, THAD; 9/20/1974; ROBBER STABLE ALREADY ANDER-DERDE DEGREE; GUDENZ, KEL; 7/2/1995; DWLU; HOLANDE, ANDA; 3/",9.333364963531494,1405,256,News Desk
news_article,12,GAStech; Elodis,0.6583199501037598,711,7,News Desk
news_article,0,"News Online Today; 1993/01/19; ABILA; Kronos; Parliament; President Araullo; POK; 12 November 2012; Protectors of Kronos; Government of Kronos; Charity Funds Exhausted; 1999/11/15; Global Emergency Disaster Organization; Jim Cordon; FoodSupport; Four people have died in a fiery road crash near Elodis; 2007/03/19; Abila Children's Hospital; Elodis; GASTECH SHIFTS FOCUS TO KRONOS; 1996/07/08; CENTRUM; Tethys; GAStech International; Mediterranean; Abila Hospitals Seeing Influx of Designer Drug Users; 2013/02/08; Abila General Hospital; ""cotton candy""; synthetic marijuana; Kronos National Poison Center",7.517434358596802,1143,175,News Online Today
news_article,1,"Cotton Candy; Kronos National Poison Center; Designer drugs; khat; Biance; Kronos government; Bianca; K18; K166; Asterian People's Army; News Online Today; Protest Turns Violent in Abila; 2009/06/21; ABILA, Kronos; Protectors of Kronos; Elian Karel; POK; Profile: Elian Karel; 2009/06/22; Juliana Vann; GASTech corporation; 1998; GAStech",4.412160158157349,1100,110,News Online Today
news_article,2,"Karel; Wednesday; jail; News Online Today; ELODIS PUBLIC HEALTH FACT SHEET; 1998/05/16; ELODIS, Kronos; Wellness for All; Protestors Block Traffic to Tiskele Bend Fields; 2005/04/06; ABILA, Kronos; POK; Tuesday; Tiskele Bend; WHO ARE THE PROTESTERS; 2012/08/22; Elian Karel; Protectors of Kronos; Government of Kronos; GOVERNMENT CITES 'MINOR' CONTAMINATION NEAR ELODIS; 1997/10/15; GAStech International; ELODIS PUBLIC HEALTH FACT SHEET - UPDATE; 2000/06/01; Hyper Acidic Substrate Removal; HASR",6.465433835983276,1138,164,News Online Today
news_article,3,"News Online Today; SPONTANEOUS PROTESTS ERUPT AROUND ABILA; 2009/06/21; ABILA; Kronos; Justice for Elian; Elian Karel; Remember Juliana; Elodis; 1998; GOVERNMENT STANDS UP ANTI-TERRORIST TASK FORCE; 17 December 2013; President Kapelou; State security anti-terrorist task force; RANSOM DEMANDS MADE IN GASTECH KIDNAPPING; 2014/01/21; The Protectors of Kronos; GAStech International; $20M; Sten Sanjorge, Jr.; Shale gas pioneer plans world's first offshore wells in Mediterranean Sea; 1984/05/04; Mediterranean Sea; The Times; hyper-acidic substrate removal; five and 10 times.",7.683834075927734,1137,181,News Online Today
news_article,4,POK; News Online Today; 2005/04/06; ELODIS; Kronos; Protectors of Kronos; Kronos federal police; Tiskele Bend GAStech facility; 2013/12/16; ABILA; 2013/06/20; Capitol; 2000/08/17; GAStech International; Tiskele Bend; 1998/08/20; Juliana Vann; Wellness For All; benzene poisoning; 5 February 2012; Abila police,5.006790637969971,1131,112,News Online Today
news_article,5,"News Online Today; Cesare Nespola; Kronos; Protectors of Kronos; POK; ABILA; 1999/07/08; 1998/01/19; President Araullo; ELODIS; 2005/09/25; GAStech International; Elian Karel; 2010/06/19; 19 June; Minister of Health; MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING; Kronos Benefits from Foreign Investment; ELODIS PROTESTS TURN TO RIOTS AND ARRESTS; IN REMEMBRANCE:  THE DEATH OF ELIAN KAREL, A YEAR LATER",4.583998918533325,1096,141,News Online Today
news_article,6,"Unnamed sources; Karel; News Online Today; Elian Karel; 2011/06/21; Abila; Kronos; Elodis; Abila Chief of Police; POK; 2014/01/20; GAStech International; Abila Fire Department; GAStech - Kronos; 2013/02/22; Tethys; Europe; Sten Sanjorge, Jr; Black Sea",5.137018918991089,1147,91,News Online Today
news_article,7,"GAStech; Black Sea; News Online Today; DRILLING TECHNIQUE BANNED IN TETHYS; 1995/03/30; CENTRUM, Tethys; GAStech International's Hyper Acidic Substrate Removal (HASR); Tethys; KRONOS POLICE ARREST BLOTTER; 2011/11/23; AWELON, CYNTHE; 3/20/1981; BLUMIAU, WILLEM; 2/15/1995; CUSEMA, BRITA; 1/7/1992; DUNNA, THAD; 9/20/1974; GUDENZ, KEL; 7/2/1995; POK Protest at GAStech Headquarters Ends in Arrests; 2009/02/19; ABILA, Kronos; Protectors of Kronos (POK); GAStech; Rufus Drymiau; Kapelou Calls POK ""A Gang of Criminals""; 2012/06/22; President Kapelou; ELODIS, KRONOS:  A TOWN IN NEED, Part One; Petrus Gerhard; 1998",10.85774040222168,1291,256,News Online Today
news_article,8,Elodis; Kronos; Tiskele River; Sten Sanjorge Sr; Hank Fluss; GAStech; Sanjorge Sr; News Online Today; 1998/03/20; Petrus Gerhard; Homeland Illumination; Mt; Sten Sanjorge Jr; 2014/01/21; Abila; Centrum; Tethys; Sten Sanjorge Jr; 2012/09/08; Protectors of Kronos; Karel; 2009; 2014/01/19; GAStech-Kronos; Kronos capital building,5.028069734573364,1183,127,News Online Today
news_article,9,News Online Today; GAStech International; 1993/03/13; ABILA; Kronos; President Araullo; Tethys; Tiskele Bend; Sten Sanjorge Jr.; Hank Fluss; 2003/05/17; CENTRUM; Beatriz Fluss; 2010/06/14; Elian Karel; Protectors of Kronos (POK); Hagar Awelon; Siopa district; Government of Kronos; 1992/12/12; 2011/05/15; ELODIS; Petrus Gerhard; 1998/04/26; Homeland Illumination.,4.262547969818115,1188,137,News Online Today
news_article,10,Bodrogi; Henk Bodrogi; Wellness For All; Reynolds; Elodis; Tiskele River; GAStech; Kronos; News Online Today; GAStech and Kronos Celebrate Partnership; 2014/01/19; ABILA; Ingrid Barranco; Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Sten Sanjorge Jr.; LANDSLIDE VICTORY FOR PRESIDENT KAPELOU; 2000/10/02; Dorel Kapelou II; Luis Araullo; EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE; 2000/08/15; Rebecca Cato,5.512641429901123,1125,150,News Online Today
news_article,11,"News Online Today; EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE; 2000/08/15; ABILA; Kronos; Rebecca Cato; 3 a.m.; Sunday; Elodis; GAStech International's Tiskele Bend; RALLY SCHEDULED IN SUPPORT OF INCREASED GOVERNMENT ACCOUNTABILITY; 2012/04/10; Silvia Marek; Protectors of Kronos; POK Protesters Vandalize Siopa District; 2011/06/21; Siopa district; POK Kidnaps GAStech Employees; 2014/01/20; Protectors of Kronos (POK); GAStech; Edvard Vann; GASTECH EMPLOYEE INTERROGATED, RELEASED; Kronos Police; Government; 17:00; Kronos protests break out in violence; 2013/11/13; Shawn Pastorini; Abilia.",7.337115526199341,1146,202,News Online Today
news_article,12,"GAStech; Abila; Kronos; News Online Today; POK; 2009/03/08; Juliana; Karel; Henk Bodrogi; Rufus Drymiau; 2011/07/28; Elian Karel; 2009/03/12; Michale Kraft; Silvia Marek; Protectors of Kronos; 21 June 2009; Sten Sanjorge, Jr.; 2013/09/03; Centrum; Tethys; Sten Sanjorge, Sr.; 1961; $3.75 billion",5.432841539382935,1178,126,News Online Today
news_article,13,"Sten Sanjorge, Sr.; 1961; $3.75 billion; News Online Today; Ministry of Health; 1998/11/10; ABILA; Kronos; Cesare Nespola; Tiskele Bend; Elodis; GASTECH; 2009/02/19; POK; GAStech International; 2007/03/21; Elodis Primary School; President Dorel Kapelou II; 2010/10/03; Democratic Party of Kronos; General Assembly; Organization of Business and Unions Party; Party of Kronos Industrialists; Elian Karel; Protectors of Kronos; 2009/03/13; Michale Kraft",5.780799150466919,1136,152,News Online Today
news_article,14,"Michale Kraft; Karel; News Online Today; POK; 2001/09/01; Elodis; Kronos; Protectors of Kronos; Tiskele Bend; GAStech; Tiskele River; Homeland Illumination; Griffith Mabel; 1995/10/11; Abila; Sten Sanjorge, Jr.; 1994/09/24; Tiskele Bend Gas Fields; GAStech International; Tethan fields; 1996/03/14; Ministry of Interior; Minister Sarto; 2001/08/31",5.614047050476074,1169,124,News Online Today
news_article,15,"Protectors of Kronos; ""Drilling Poisoned Our Water""; ""Remember Juliana""; Juliana Vann; 1998; News Online Today; POSSIBLE CONTAMINATION IN ELODIS; 1997/04/24; ELODIS, Kronos; Abila; Tiskele River; Tiskele Bend; GAStech International; THREATS ISSUED BY POK; 2012/03/09; ABILA, Kronos; Protectors of Kronos (POK); Vincent Kapelou; Minister of Health; President Kapelou; NO PROGRESS ON INVESTIGATION OF POK LEADER DEATH; 12 August 2009; Elian Karel; sudden cardiac arrest; Abila police break up sit-in turned violent at the presidential manor; 2012/06/21; Abilians; presidential mansion; capital building; POK REMEMBERS MARTYRED LEADER; 2012/06/20; 19 June 2009; Kronos jail.",7.187060594558716,1161,214,News Online Today
news_article,16,Elian Karel; Silvia Marek; Juliana Vann; News Online Today; Wellness for All; WFA; GAStech International; Government of Kronos; 1998/11/14; Abila; Kronos; POK; 2009/03/13; Protectors of Kronos; Elodis; Multi-Country Task Force; 2013/10/22; Interpol; methyldimethyl cathinone; MDMC; cotton candy; spice dreams; Tulip Blossom; Asteria; Tethys,7.40613317489624,1135,118,News Online Today
news_article,17,"MDMC; ""cotton candy""; ""spice dreams""; ""Tulip Blossom""; Asteria; Tethys; News Online Today; Centrum; 1982/10/03; Sanjorge Gas company; Sten Sanjorge; GASTech; Kronos; 2014/01/21; ""Protectors of Kronos""; John Rathburn; Tethan Ministry of Foreign Affairs",3.7229163646698,1078,87,News Online Today
news_article,18,Tethys; Kronos; Tethan Ministry of Foreign Affairs; News Online Today; 2001/03/22; Abila; Cesare Nespola; General Assembly; 2014/01/20; GAStech International; Miriam Avila; Centrum; 2009/02/23; Protectors of Kronos; POK; Ravi Danisliau; 1995/10/11; Sten Sanjorge Jr.; Minister Sarto,5.019892930984497,1147,102,News Online Today
news_article,19,"News Online Today; 1993/02/03; ABILA; Kronos; President Luis Araullo; 1999/07/04; Minister of Health Cesare Nespola; oil and gas development; health care; clean water projects; health education; 2009/05/16; CENTRUM; Tethys; GAStech International; President and CEO Sten Sanjorge, Jr.; GAStech - Kronos; February 19; 1993/09/20; Abila; East Pier; 2014/01/21; Abila police; GAStech",4.573296546936035,1107,127,News Online Today
news_article,20,"GAStech; GAStech International; GAStech - Kronos; News Online Today; Wellness for All; Elodis; Kronos; Abila; Centrum; Tethys; Sten Sanjorge, Jr.; Protectors of Kronos; Edvard Vann; Elodis Community Health Center; General Assembly; 1998/11/15; 2002/05/25; 2007/04/11; 2014/01/20; 1999/02/19; 2001/03/18",4.97622013092041,1152,117,News Online Today
news_article,21,"Cesare Nespola; Minister of Health; News Online Today; 2010/06/21; Abila; Kronos; Protectors of Kronos; POK; 2014/01/19; Initial Public Offering; CEO; Sten Sanjorge, Jr.; 1994/02/18; Centrum; Tethys; Sten Sanjorge, Sr.; GAStech International; 1961; Ingrid Sanjorge; 2001/06/15; President Kapelou; Vincent Kapelou; 2010/06/21; Abila Police Headquarters; 2013/12/16; Adrien Carmen",5.716130018234253,1184,140,News Online Today
news_article,22,News Online Today; POK; Abila; 2013/12/16; Kronos; Adrien Carmen; 1998/11/15; Protectors of Kronos; Cesare Nespola; Minister of Health; Elodis; 2012/06/20; 2004/05/30; Elodis Community Health Center; Wellness for All; 2000/01/15; Bureau of Economics; Petrus Gerhard; 1998/05/15; government of Kronos; interior; justice; foreign affairs; health.,5.459160804748535,1154,119,News Online Today
news_article,23,"Vincent Kapelou; Minister of Health; POK; News Online Today; 2012/03/08; ABILA; Kronos; 2012/02/21; Jules Jecovic; Energy Minister; Oil and Gas Kronos; 30 June 2013; President Kapelou; Protectors of Kronos; 2013/06/21; Tiskele River; Elodis; Juliana Vann; 1998; 2013/12/16; CENTRUM; Tethys; GAStech International; Sten Sanjorge, Jr.",4.423538446426392,1175,127,News Online Today
news_article,24,"News Online Today; SANJORGE; 2013/12/16; CENTRUM; Tethys; GAStech International; Sten Sanjorge, Jr.; GAStech - Kronos; $327.25 million; $96.25 million; CFO Ingrid Barranco; CIO Ada Campo-Corrente; COO Orhan Strum; ELIAN KAREL; 2009/06/20; ABILA, Kronos; Elian Karel; Abila City Prison; Protectors of Kronos; President's office; Minister of Justice; Chief of Police; Araullo; 1995/11/22; Abila General Hospital; 1930",6.029576301574707,935,144,News Online Today
news_article,0,Tethys News; GAStech; 20 January 2014; P2o; Sten Sanjorge Jr.; Ingrid Barranca; Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Vann; POK; Tethys,3.173295259475708,1137,59,Tethys News
news_article,1,GAStech; Abila; Tethys News; 20 January 2014; Ingrid Barranca; Edvard Vann; POK; Carman; international airport of Abila,2.0404865741729736,1140,40,Tethys News
news_article,2,Tethys News; GAStech; 20 January 2014; Carman; Willem Vasco-Pais; Abila; Strum di Orhan; 2:00 PM; 10:20; 8:15 PM; 1:40 PM; 12:20 PM; 1:25 PM,3.582638740539551,1155,69,Tethys News
news_article,3,GAStech; Tethys News; 20 January 2014; Abila; National Fire Departments; Megaphone Rufus Drymiau; Kapelou; Kronos; Carman; Mr. Strum,1.6495981216430664,1019,46,Tethys News
news_article,4,Vary; Tethys News; GAStech; 20 January 2014; Kronos; Ministry of Tethyn; Ada Campo-Corrente; GSAtech; Abila; Jr. of the CEO Sten Sanjorge; Capitol; 6:30 PM; 7:35 PM; Carman di Adrien; police of Abila; 10:00 PM; 3:20 PM; 1:30 PM; 10:15,4.361880302429199,1190,99,Tethys News
news_article,5,Abila; Carman; Tethys News; GAStech; 20 January 2014; Captain Federigo Accardi; Kronos; POK,1.4468214511871338,1053,33,Tethys News
news_article,6,Kronos (POK); Tethys News; GAStech; 20 January 2014; Mr. Strum; police; government,1.5010595321655271,801,31,Tethys News
news_article,0,The Abila Post; Haneson Ngohebo; 20 January 2014; 1947; Abila Police; GAStech; 2021; Kronos Government; Kronos; 20 June 2009; ABILA; Elian Karel; Protector of Kronos; POK; Siopa; Justice for Elian; Remember Juliana; Elodis; 1998,3.418407678604126,1120,85,The Abila Post
news_article,1,Kronos; The Abila Post; Haneson Ngohebo; 20 January 2014; GAStech; Tethys; 21 January 2014; Abila Police Department; President Kapelou II; 2 October 2010; ABILA; Democratic Party of Kronos; Ren Touvi; Organization of Business and Unions Party; Party of Kronos Industrialists; The Protectors of Kronos,4.20470666885376,1126,91,The Abila Post
news_article,2,"GAStech International; The Abila Post; Haneson Ngohebo; 21 January 2014; Protectors of Kronos; $20 million; 8 March 2012; ABILA, Kronos; Vincent Kapelou; Minister of Health; President Kapelou; 20 January 2014; The Abila Fire Department; GAStech; AFD; 15 October 1997; Elodis; Tiskele Bend",4.874016523361206,1151,97,The Abila Post
news_article,3,GAStech; Kronos; Tiskele Bend; Government of Kronos; Elodis; The Abila Post; Haneson Ngohebo; 20 January 2014; 1721 UPDATE; IPO; ABILA; Tethys; Sten Sanjorge Jr.; GAStech International; Initial Public Offering; Edvard Vann; Protectors of Kronos,3.4174609184265137,1103,81,The Abila Post
news_article,4,"Edvard Vann; GAStech - Kronos; Protectors of Kronos; GAStech International; Abila Police Department; Kronos Government; January 20th; Abila Fire Department; The Abila Post; Haneson Ngohebo; 20 January 2014; 1853 UPDATE; 2:00 PM; Tethys; Sten Sanjorge, Jr.; Sanjorge Jr.; 1245 UPDATE; 1255 UPDATE; City Morgue; POK LEADER ARRESTED; 12 March 2009; ABILA, Kronos; Elian Karel; Michale Kraft; Adrien Carman",5.954996585845947,1157,138,The Abila Post
news_article,5,"Karel; GAStech - Kronos; GAStech; Sten Sanjorge, Jr.; POK; The Abila Post; Haneson Ngohebo; 20 January 2014; AFD; Abila Airport; Rome, Italy; Edvard Vann; Protectors of Kronos; 24 September 2005; ELODIS, Kronos; Kronos Government; GAStech International; Tiskele Bend; Rufus Drymiau",3.9115142822265625,1154,100,The Abila Post
news_article,6,"Rufus Drymiau; Protectors of Kronos; GAStech; Elodis; The Abila Post; Haneson Ngohebo; 20 January 2014; Orhan Strum; Linda Lagos; Abila Fire Department; 20 June 2010; ABILA, Kronos; POK; Abila police; Kronos government security forces",2.9472193717956543,1124,79,The Abila Post
news_article,7,"The Abila Post; President Kapelou; 2 October 2000; ABILA; Kronos; Dorel Kapelou II; Luis Araullo; 1 October; GAStech; 20 January 2014; Edvard Vann; Kronos Police; Government; Protector of Kronos; POK; Elodis; Haneson Ngohebo; Sara Tuno; CEO Sanjorge, Jr.",3.4853572845458984,1181,92,The Abila Post
news_article,8,Abila; Elian Karel; Protectors of Kronos; POK; 1997; Elodis; Wellness for All; WFA; Government of Kronos; GAStech International; Tiskele Bend; 1998; benzene; toluene; xylene arsenic; barium; chromium; lead; selenium; Juliana Vann; Jeroen Karel; 2009; June 19; The Abila Post; 22 August 2012; Kronos,4.187381982803345,1111,105,The Abila Post
news_article,9,Elian Karel; 2009; Abila; June 19; POK; 2011; Government of Kronos; The Abila Post; ON THE SCENE BLOG; Haneson Ngohebo; 20 January 2014; GAStech; Protectors of Kronos; Kronos; Rome; 15:20; 14 May 2011; ABILA,4.698233127593994,1125,84,The Abila Post
news_article,10,"Abila; Middle East; Africa; Europe; Protectors of Kronos; Kronos; The Abila Post; WELLNESS FOR ALL ISSUES STATEMENT ON ELODIS; 15 November 1998; ELODIS; Wellness for All; Government of Kronos; GAStech International; Tethys; benzene; toluene; xylene arsenic; barium; chromium; lead; selenium; ON THE SCENE BLOG; Haneson Ngohebo; 21 January 2014; CEO Sten Sanjorge, Jr.; GAStech's Tethys; Centrum; 20 January 2014; GAStech - Kronos",5.263906240463257,1124,142,The Abila Post
news_article,11,GAStech; Tiskele Bend; The Abila Post; 16 August 2000; ABILA; Kronos; Elodis; Haneson Ngohebo; 20 January 2014; GAStech International; Abila Police,2.362186908721924,990,54,The Abila Post
news_article,12,"GAStech; The Abila Post; KRONOS POLICE; ABILA; 22 November 2011; AWELON, CYNTHE; 3/20/1981; BLUMIAU, WILLEM; 2/15/1995; BODROGI, CARMINE; 12/1/1993; COARDA, SEVE; 5/13/1979; CUSEMA, BRITA; 1/7/1992; DUNNA, THAD; 9/20/1974; GUDENZ, KEL; 7/2/1995; HOLANDE, ANDA; 3/26/1981; KIBALIAU, IYAN; 4/3/1994; MORDECAI, FRANCISCO; 3/17/1971; PEAIRS, MELSHA; 8/31/1952; SALANIAU, FERDINAND; 2/17/1982; Haneson Ngohebo; 20 January 2014; Abila Airport; Rome, Italy",11.566162109375,1320,243,The Abila Post
news_article,13,"Rome, Italy; GAStech; The Abila Post; 27 July 2011; ABILA, Kronos; Kronos Government; Protectors of Kronos (POK); Rufus Drymiau; Siopa district; Emilio Haber; Haneson Ngohebo; 20 January 2014; Miriam Avila; GAStech International; The World; 16 December 2013; Sten Sanjorge, Jr.; $1.96 billion; $327.25 million; Ingrid Barranco; Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; $38.5 million.",5.892873287200928,1146,139,The Abila Post
news_article,14,"Willem Vasco-Pais; $38.5 million; Mr. Sanjorge, Jr.; Centrum; Tethys; GAStech International; Kronos; 5 million cubic meters; Ms. Avila; The Abila Post; ABILA AIRPORT CONFIRMS TWO PRIVATE JETS LEFT TODAY; 20 January 2014; ABILA; Ravi Danisliau; two private jets; seven or eight; 12:30; 14:30; Rome, Italy; fourteen to sixteen; TRAFFIC ACCIDENT NEAR ELODIS; 10 April 2007; Elodis; Rufus Drymiau; Valeria Edris; Celia Edris; Marcellus Edris; Carmine Edris; 9; Abila Hospital; GAStech truck driver",6.212714195251465,1137,170,The Abila Post
news_article,15,"GAStech truck driver; GAStech International; The Abila Post; 19 January 2014; ABILA, Kronos; Initial Public Offering; CEO Sten Sanjorge, Jr.; GAStech - Kronos; Haneson Ngohebo; On the Scene Blog; 23 April 1997; ELODIS, Kronos; Elodis; Tiskele River; Tiskele Bend; government of Kronos; 20 January 2014; Police; Kronos Government; GAStech headquarters",5.157843828201294,1147,112,The Abila Post
news_article,16,"GAStech; The Abila Post; Haneson Ngohebo; 20 January 2014; Kronos Government; Abila Police; 19 February 2009; ABILA, Kronos; POK; GAStech International; Adrien Carman; Protectors of Kronos; 13 June 2010; Elian Karel",3.396178960800171,1129,75,The Abila Post
news_article,17,"Abila; Protectors of Kronos; Hagar Awelon; Siopa; Government of Kronos; The Abila Post; 16 December 2013; Kronos; POK; Adrien Carman; Haneson Ngohebo; 20 January 2014; GAStech - Kronos; Sten Sanjorge, Jr.; Ingrid Barranco; Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Kronos Government; GAStech International; Sara Tuno",4.357966423034668,1113,110,The Abila Post
news_article,0,The Continent; Elodis; 2007/03/19; Abila; GAStech; Road Calistermi; Kronos; Adian Koppolis; 2010/03/05; 10th Kapalou; Mediterranean; Karel Kapelou II; Petra Hohimae,3.3236162662506104,1108,65,The Continent
news_article,1,The Continent; GASTech; Kronos; 2014/01/21; Petra Hohimae; Kapalou; Sten Sanjorge Jr; Ingrid Barranco; Ada campo-Corrente; Orhan Strum; Willem Vasco-Pais; POK; John Rathburn; Tethys; APA; The Times; Abila; Tethan; $20 millions,3.7514498233795166,1047,84,The Continent
news_article,2,Tethys; Kronos; The Continent; Elian Karel; 2009/06/23; Abila; Kronosian; Juliana Vann; GASTech; 1998; GAStech; Sten Sanjorge; POK; 1999/11/16; Tethan; ministry of foreign affairs; law enforcement; federal civil servants; Abila; Jr. of GAStech CEO; hypermarket; calamity evacuation canal,4.332221746444702,1131,98,The Continent
news_article,3,"GIVING Singapore; Kosovo; Dr. Jayala Mahmed; Malaysia; Izmit; Turkey; Wellness for all; Taiwan; Richter; Jim Cordon; The Times; FoodSupport; September; Tuesday; 15 millions; 20,000; 2500; 100,000; ministry for coordination of humanitarian matter",9.082036972045898,1059,67,The Continent
news_article,4,Jim Cordon; The Times; FoodSupport; The Continent; Abila; 2012/06/21; Abilians; Kronos; POK; GAStech; Juliana Vann; Elian Karel; LEADER,2.4895834922790527,1023,49,The Continent
news_article,5,The Continent; Kronos van Kronos; 2009/02/23; Kronos van Abila; Kronos; Rufus Drymiau; POK; The guards of Kronos; 1997; Wellness for all; Justice for Juliana; Tuesday; Abila; North; South; M. Drymiau; Kronosians; Tethys; anti-terrorismeverdrag of 1998; The Times,4.574333906173706,1118,88,The Continent
news_article,6,The Times; POK; The Continent; Kronos; 2012/02/21; Jules Jecovic; K17; K30; GAStech; Norway; North America; Treasury Kronos; K3.5bn; 2011-12; K2bn; .83m barrels; 2013/10/22; Interpol; cathinone; methyl dimethyl (MDMC); Robert Loblaw; Tethys Counterdrug,4.127580881118774,1117,97,The Continent
news_article,7,Robert Loblaw; Tethys Counterdrug; The Times; MDMC; cotton candy; herbal dreams; Blossom of the Tulip; Asteria; Tethys; army of people Asterian; APA; Arise; The Continent; Abila; 2013/02/08; general hospital Abila; Kronos; synthetic marijuana; Alicia Bianca,3.954444169998169,1069,76,The Continent
news_article,8,Bianca; Abila; Ralf; 4 February; national center of the poison Kronos; Antonio Arresta; section of the fire Abila; cotton candy; synthetic marihuana; national poison center; dreams of the herb; Blossom of the Tulip; Sgt; Tulip; Antonio; Kronos; Sgt Antonio Arresta; Tulip Blossom; Herb Dreams,3.3775112628936768,1100,79,The Continent
news_article,9,cotton candy; carnival treats; dreams of the herb; Blossom of the Tulip; Kronos; Bianca; therapy products; meter in area rise; cotton sugar; K18; cocaine; K166; euphoria; discharge; Elodis; The Continent; foreign CEO; 2014/03/26; 17 January 1995; Fluss; GAStech; city of Elodis; Asterian; drug trafficking; political rebellious groups,4.643361568450928,1099,97,The Continent
news_article,10,Fluss; CEOs; Tethys; The Times; LEADER; Kronos; eighties; Kronosian; Tethian; European; A to B; taxi,1.9473965167999268,1096,36,The Continent
news_article,11,Kronos; Tethys; The Continent; GAStech; 2013/02/24,1.5085721015930176,1091,22,The Continent
news_article,12,"GAStech; Kronos; Mediterranean; Eastern Kronos; Tethys; Europe; Sten Sanjorge, Jr; the black sea; TV GAStech; 2013/02/24; The Continent",2.163530111312866,1088,46,The Continent
news_article,13,"GAStech; The Continent; Mediterranean Sea; 1984/05/05; Kronos; The Times; Sten Sanjorge, Jr.; Ministry for Energy; Europe; SanJorge; Councils; 100 trillion cubic foot",2.8825080394744877,1067,50,The Continent
news_article,14,GAStech; Kronos; SanJorge; Oskar Wertz; Tethys University; The Continent; gas Tethan; 1982/10/03; Tethys; Sanjorge company; Thethys; Sten Sanjorge,3.3024890422821045,1117,56,The Continent
news_article,15,Sten Sanjorge; GAStech; Tethys; Glasgow; North sea; 1974; Sten Jr.,1.5249605178833008,1072,27,The Continent
