doc_key,processed_entities,output_tokens
329,CEO Sten Sanjorge; Jr.; Ingrid Barranco; ON SCENE BLOG; 20 January 2014; Abila; Willem Vasco-Pais; Orhan Strum; Ada Campo-Corrente; Modern Rubicon; GAStech; Kronos,58
330,ON SCENE BLOG; 20 January 2014; the government; Modern Rubicon; the police; the centers of GAStech; GAStech; the fire unit,37
331,ON SCENE BLOG; 20 January 2014; Abila; 1035; Modern Rubicon,23
332,Modern Rubicon; GAStech; ON SCENE BLOG; 20 January 2014,20
333,ABILA; president Kapelou; News Desk; Vincent Kapelou; Kronos; POK; 2012/03/10; M. Kapelou,35
334,"Civil servants; 2009/02/21; government; News Desk; ABILA, Kronos; GAStech; Kronos; POK; Adrien Carman",58
335,"ABILA; Elian Karel; Michale Kraft; ARRESTED LEADER POK; News Desk; Sten Sanjorge, Jr.; 2009/03/13; GAStech; Kronos; POK; Adrien Carman",53
336,ABILA; Elian Karel; Abila; ANNIVERSARY OF PROTESTS; Siopa van Abila; News Desk; 2010/06/15; Hagar Awelon; Kronos; POK; guards of Kronos; 19 June,57
337,ABILA; Celia Edris; Carmine Edris; Elodis; hospital Abila; 2007/04/12; News Desk; Marcellus Edris; Rufus Drymiau; GAStech; Kronos; Valeria Edris,68
338,"ABILA; Jr.; Blog; Sanjorge; Haneson Ngohebo; hoofdkwartier GAStech; GAStech - Kronos; News Desk; Sanjorge, Jr.; CEO Sten; 2014/01/19; Kronos; IPO",59
339,"President; Araullo; Kapelou; Dorel Kapelou II; 2000/10/03; 1 election of October; News Desk; Kronos; ABILA, Kronos",59
340,ABILA; international gas company; government of civil servants; News Desk; GAStech; 2014/01/20; HEADQUARTERS GASTECH; Kronos,37
341,ABILA; Elodis; Government Report; News Desk; Tiskele; Government of Cites; government of Kronos; 1997/10/17; GAStech; Kronos,56
342,2005/09/25; Kronos; government; Elodis; News Desk; Tiskele; Rufus Drymiau; police force; GAStech; ELODIS; POK,59
343,ABILA; President; Vann; Abila; government; Edvard Vann; Elodis; 6 hours; News Desk; Kronos police force; GASTECH; police force; 2014/01/20; GAStech; Kronos; POK,61
344,"$38.5; News Desk; 5 millions cubic meters; headquarters; ABILA; $327.25 millions; Haneson Ngohebo; $96.25 millions; CFO; COO; M. Sanjorge; Tethys; 2014/01/20; CIO; Ingrid Barranco; GASTECH CONTROL; Willem Vasco-Pais; Orhan Strum; Sten Sanjorge, Jr.; Ada campo-Corrente; $1.96 billion; GAStech; Kronos; 16 December 2013; Ms. Avila; Miriam Avila; IPO",150
345,ABILA; Africa; Middle East; guards of Kronos; News Desk; Europe; Kronos; 2011/05/15,28
346,ABILA; President Kapelou II; organization of matter; general meeting; President Dorel Kapelou II; party of the Union; Kronesian; Ren Touvi; van Kronos; News Desk; People of Kronos; party industrialists Kronos; 2010/10/03; Kronos; democratic party; democratic party of Kronos,93
347,government of Kronos; Kronos; Abila; Elodis; News Desk; Tiskele; GAStech international; 1997/04/25; ELODIS,38
348,chromium; News Desk; toluene; selenium; xylene arsenic; Elodis; lead; Tethys; ELODIS; WFA; benzene; activist group of Kronos; GAStech; Kronos; barium; 1998/11/17,93
349,"government; 2013/12/18; News Desk; emblem POK nevel; ABILA, Kronos; police force; justice; POK; Adrien Carman",47
350,ABILA; protesters; Abila; News Desk; 2010/06/22; plaza; Kronos; POK; police forces,46
351,Elian Karel; Karel; Karel van Elian; chromium; News Desk; Wellness all (WFA); Tiskele; toluene; guards of Kronos; ABILA; selenium; 1997; xylene arsenic; Jeroen Karel; 2011; Elodis; lead; WFA; benzene; Abila; Juliana Vann; 2012/08/23; 1998; 2009; GAStech; Kronos; POK; 19 June; barium; Juliana; government Kronos,148
352,"ABILA; 14:30; Ravi Danisliau; Danisliau; 12:30; News Desk; Rome, Italy; 2014/01/20; GAStech; Kronos",65
353,ABILA; Emilio Haber; News Desk; No entities detected.; Rufus Drymiau; Siopa; 2011/07/28; Kronos; guards of Kronos; POK,56
354,ABILA; The government Kronos; 2009/06/21; Elian Karel; Elodis; 1998; News Desk; Siopa; Juliana; Kronos; POK,66
355,President GAStech; News Desk; department of the police force; ABILA; Tethys; 2014/01/20; department of the fire; 14; Abila; GASTECH; ontvoerders; 20 January; one month; initial public GAStech; GAStech; Kronos; government; Edvard Vann; CEO Sten Sanjorge Jr.,89
356,"POLICE FORCE KRONOS; FOREIGN GUARANTEE; News Desk; 3/26; 1/7/1992; ABILA; 12/1/1993; COARDA, SEVE; GUDENZ, KEL; CUSEMA, BRITA; THE UNIT OF THE DRUG; DUNNA, THAD; AWELON, CYNTHE; 2/15/1995; HOLANDE, ANDA; 2011/11/24; 7/2/1995; 5/13/1979; 3/20/1981; 9/20/1974; BODROGI, KARMIJN; BLUMIAU, WILLEM; DWLU",256
357,ABILA; Elodis; 2000/08/18; News Desk; Sunday; TISKELE; Tiskele; GAStech; Kronos,38
358,1993/01/19; ABILA; President Araullo; Parliament; Government; Foreign Investment; News Online Today; Kronos,28
359,ABILA; Government of Kronos; Protectors of Kronos; 12 November 2012; News Online Today; capitol building; Kronos; POK,34
360,1999/11/15; Jim Cordon; FoodSupport; News Online Today,23
361,Police; Elodis; Abila Children's Hospital; News Online Today; 2007/03/19,23
362,1996/07/08; GASTECH; CENTRUM; News Online Today; Tethys; Mediterranean; Kronos; GAStech International,33
363,Biance; Abila General Hospital; khat; Bianca; cocaine; Abila Hospitals; K166; 2013/02/08; News Online Today; Asterian People's Army; synthetic marijuana; K18; Kronos; Kronos National Poison Center; Kronos government; cotton candy,65
364,2009/06/21; Elian Karel; Abila; Protectors of Kronos; News Online Today; Kronos; POK,31
365,Elian Karel; Abila; Wednesday; GASTech; Protectors of Kronos; 2009/06/22; Juliana Vann; 1998; News Online Today; GAStech; POK; May,49
366,Wellness for All; 1998/05/16; Kronos; Elodis; News Online Today; ELODIS,35
367,"Tiskele Bend Fields; Tuesday; Tiskele Bend; News Online Today; 2005/04/06; ABILA, Kronos; POK",33
368,ABILA; Elian Karel; Government of Kronos; Protectors of Kronos; Elodis; News Online Today; Kronos; POK; 2012/08/22,40
369,ABILA; Kronos; GOVERNMENT; Elodis; 1997/10/15; Tiskele Bend; News Online Today; ELODIS; GAStech International,39
370,Kronos; HASR; Elodis; 2000/06/01; News Online Today; Hyper Acidic Substrate Removal; ELODIS,41
371,ABILA; 2009/06/21; Elian Karel; Elodis; Remember Juliana; 1998; News Online Today; Justice for Elian; Kronos,55
372,News Online Today; 17 December 2013; President Kapelou,24
373,ABILA; 2014/01/21; $20M; The Protectors of Kronos; News Online Today; Kronos; GAStech International,61
374,The Times; Kronosian; hyper-acidic substrate removal; 1984/05/04; News Online Today; GAStech; Kronos; Mediterranean Sea; Shale gas,45
375,2005/04/06; Kronos federal police; Kronos; Protectors of Kronos; News Online Today; Tiskele Bend GAStech facility; ELODIS; POK,41
376,ABILA; 2013/12/16; BRAZEN DAY TIME ASSAULT BY POK; News Online Today; Kronos; POK,32
377,ABILA; Annual POK Rally; Police; Abila; News Online Today; Capitol building; Kronos; POK; 2013/06/20,33
378,ABILA; Sunday; Tiskele Bend; News Online Today; 2000/08/17; GAStech; Kronos; GAStech International,45
379,Wellness For All; Juliana Vann; News Online Today; benzene poisoning; 1998/08/20; Kronos; ELODIS,47
380,ABILA; 5 February 2012; Protectors of Kronos; News Online Today; ABILA POLICE; Kronos; POK,30
381,ABILA; Protectors of Kronos; Prime Minister of Health; 1999/07/08; News Online Today; Cesare Nespola; Kronos; POK,52
382,ABILA; President Araullo; 1998/01/19; News Online Today; Kronos,21
383,2005/09/25; Kronos; Protectors of Kronos; News Online Today; Kronos Government; ELODIS; GAStech International,33
384,ABILA; Elian Karel; 2010/06/19; News Online Today; Kronos; 19 June,48
385,"Elian Karel; Abila; Elodis; Abila Chief of Police; News Online Today; 2011/06/21; ABILA, Kronos; POK",38
386,ABILA; 10:00; Abila Fire Department; KIDNAPPING AT GASTECH KRONOS; News Online Today; Kronos Government; 2014/01/20; Kronos; GAStech International,48
387,"Black Sea; 2013/02/22; Sten Sanjorge, Jr; News Online Today; Tethys; Europe; four planes; GAStech; Kronos",38
388,Tethys government; HASR; GAStech International; 1995/03/30; CENTRUM; Tethys; News Online Today; Hyper Acidic Substrate Removal,53
389,"KRONOS POLICE ARREST BLOTTER; THEFT ALL OTHER-3RD DEGREE; DRUG PARAPHERNALIA; 1/7/1992; THEFT SHOPLIFTING-5TH DEGREE; ABILA; GUDENZ, KEL; CUSEMA, BRITA; DUNNA, THAD; FAILURE TO MAINTAIN CONTROL; AWELON, CYNTHE; 2/15/1995; 2011/11/23; News Online Today; PEDESTRN SUBJECT TO SIGNAL; 7/2/1995; 3/20/1981; 9/20/1974; BLUMIAU, WILLEM",161
390,ABILA; 2009/02/19; Protectors of Kronos; Rufus Drymiau; News Online Today; GAStech; Kronos; POK,36
391,ABILA; Kapelou; 2012/06/22; News Online Today; Kronos; POK,24
392,two markets; Sten Sanjorge Sr; one gas station; KRONOS; Elodis; Homeland Illumination; Petrus Gerhard; Tiskele River; News Online Today; two hardware stores; GAStech; ELODIS; Hank Fluss; Sanjorge Sr; 1998/03/20,71
393,ABILA; Sten Sanjorge Jr.; Sanjorge; 2014/01/21; GAStech HQ; News Online Today; Tethys; GAStech; Kronos; Centrum,45
394,ABILA; Thursday; 2012/09/08; Protectors of Kronos; News Online Today; 2009; Karel; Kronos,32
395,ABILA; 2014/01/19; News Online Today; Kronos capital building; GAStech-Kronos; GAStech; Kronos,33
396,ABILA; President Araullo; Sten Sanjorge Jr.; Tiskele Bend; News Online Today; Tethys; 1993/03/13; Kronos; GAStech International,43
397,Beatriz Fluss; 73; 2003/05/17; Centrum; GASTECH; News Online Today; CENTRUM; Tethys; Hank Fluss; HANK FLUSS; GAStech International,49
398,ABILA; Elian Karel; ANNIVERSARY OF PROTESTS; Government of Kronos; Protectors of Kronos; Hagar Awelon; News Online Today; Siopa; Kronos; 2010/06/14; POK,52
399,"KRONOS GOVERNMENT; Government of Kronos; fossil-fuels; News Online Today; ABILA, Kronos; 1992/12/12",33
400,ABILA; Protectors of Kronos; News Online Today; Kronos; 2011/05/15,34
401,Kronos; Wellness For All; KRONOS; Elodis; Bodrogi; 1998/04/26; Homeland Illumination; Petrus Gerhard; Reynolds; Tiskele River; News Online Today; Kronesian community; GAStech; ELODIS; Henk Bodrogi,71
402,ABILA; Ingrid Barranco; Willem Vasco-Pais; Sten Sanjorge Jr.; Orhan Strum; Ada Campo-Corrente; GAStech; News Online Today; 2014/01/19; Kronos,52
403,ABILA; President Dorel Kapelou II; Former President Luis Araullo; News Online Today; 2000/10/02; PRESIDENT KAPELOU; Kronos,39
404,ABILA; 2000/08/15; Elodis; Rebecca Cato; Sunday; Tiskele Bend; News Online Today; Kronos; GAStech International; 3 a.m.,59
405,ABILA; Silvia Marek; Protectors of Kronos; News Online Today; 2012/04/10; Kronos,45
406,ABILA; Siopa District; Abila; Protectors of Kronos; News Online Today; 2011/06/21; Kronos; POK,33
407,ABILA; Abila; Protectors of Kronos; Edvard Vann; News Online Today; 2014/01/20; GAStech; Kronos; POK,38
408,ABILA; 17:00; Government; Edvard Vann; GAStech - Kronos; 6 hours; 14 GAStech; GASTECH; News Online Today; Kronos Police; 2014/01/20; Kronos,54
409,Abila; Abilia; News Online Today; 2013/11/13; GAStech; Kronos; Shawn Pastorini,28
410,ABILA; 2009/03/08; POK campaign; News Online Today; Juliana; Saturday; Karel; Kronos; POK; Kronos government; Henk Bodrogi,42
411,ABILA; Rufus Drymiau; News Online Today; 2011/07/28; Kronos; POK,26
412,ABILA; 2009/03/12; Elian Karel; Michale Kraft; News Online Today; Kronos,38
413,ABILA; Silvia Marek; Elian Karel; Protectors of Kronos; 21 June 2009; News Online Today; Kronos; 19 June,36
414,"SANJORGE JR.; GASTECH INTERNATIONAL; 1961; Sten Sanjorge, Sr.; $3.75 billion; 52 years; Sten Sanjorge, Jr.; CENTRUM; 2013/09/03; News Online Today; Tethys; Monday; GAStech",65
415,ABILA; Ministry of Health; Elodis; 1998/11/10; Tiskele Bend; News Online Today; Cesare Nespola; Kronos,36
416,ABILA; 2009/02/19; GASTECH; News Online Today; Kronos; POK; GAStech International,29
417,Kronos; 2007/03/21; Spring Program; GASTECH; News Online Today; ELODIS; Elodis Primary School,31
418,ABILA; President Dorel Kapelou II; Kronesian; News Online Today; Party of Kronos Industrialists; 2010/10/03; Kronos; General Assembly,69
419,ABILA; Elian Karel; Protectors of Kronos; Michale Kraft; News Online Today; 2009/03/13; Kronos; POK,35
420,2001/09/01; Kronos; Griffith Mabel; Protectors of Kronos; Elodis; Homeland Illumination; Tiskele River; Tiskele Bend; News Online Today; GAStech; ELODIS; POK,53
421,"ABILA; 1995/10/11; GASTECH-KRONOS; GRAND OPENING GASTECH; Sten Sanjorge, Jr.; News Online Today; Kronos",41
422,ABILA; 1994/09/24; Tiskele Bend; GASTECH; News Online Today; Tethan fields; Kronos; GAStech International,36
423,"Tiskele Bend Gas Fields; Tiskele Bend; News Online Today; Ministry of Interior; 1996/03/14; GAStech; ABILA, Kronos; Minister Sarto",41
424,ABILA; Tiskele Bend Fields; 2001/08/31; Protectors of Kronos; Drilling Poisoned Our Water; Juliana Vann; Remember Juliana; 1998; News Online Today; GAStech; Kronos,53
425,20 km; Kronos; 1997/04/24; Elodis; Tiskele River; 25 km West of Abila; Tiskele Bend; News Online Today; ELODIS; GAStech International,49
426,ABILA; President Kapelou; Protectors of Kronos; News Online Today; Vincent Kapelou; 2012/03/09; Kronos; POK; Minister of Health,40
427,ABILA; 12 August 2009; Elian Karel; News Online Today; Kronos; POK,24
428,the capital building; 2012/06/21; Abila; Tuesday; Protectors of Kronos; the presidential manor; News Online Today; the presidential mansion,35
429,ABILA; Silvia Marek; Elian Karel; 2012/06/20; Protectors of Kronos; Juliana Vann; Elian; News Online Today; 19 June 2009; Kronos; POK,50
430,"Wellness for All (WFA); Government of Kronos; WELLNESS FOR ALL; 1998/11/14; GASTECH; News Online Today; KRONOS GOVT; ABILA, Kronos; GAStech International",50
431,ABILA; President; Elian Karel; Protectors of Kronos; Elodis; News Online Today; 2009/03/13; Karel; Kronos; POK,40
432,methyldimethyl cathinone; Multi-Country Task Force; 2013/10/22; Interpol; News Online Today; Tulip Blossom; Tethys; MDMC; spice dreams; Asteria; cotton candy,51
433,1982/10/03; Sanjorge Gas company; Sten Sanjorge; Tethan Gas Industry; News Online Today; Tethys; Centrum,38
434,John Rathburn; American; GASTech; Protectors of Kronos; 2014/01/21; News Online Today; Tethys; Kronos,42
435,2001/03/22; Abila; General Assembly; News Online Today; Kronos,44
436,ABILA; 5 million cubic meters; Centrum; News Online Today; Miriam Avila; Tethys; 2014/01/20; Kronos; GAStech International,52
437,Abila; Protectors of Kronos; 2009/02/23; News Online Today; Kronos; POK,26
438,ABILA; Ravi Danisliau; News Online Today; 2014/01/20; ABILA AIRPORT; Kronos,29
439,ABILA; 1995/10/11; Sanjorge; President Sten Sanjorge Jr.; News Online Today; Kronos; Minister Sarto,43
440,ABILA; 1993/02/03; President Luis Araullo; News Online Today; Kronos,22
441,ABILA; health education; Oil; health care; clean water projects; Gas Development; rural areas; Minister Nespola; News Online Today; Cesare Nespola; Kronos; Minister of Health; 1999/07/04,50
442,"GAStech - Kronos' headquarters; February 19; Sten Sanjorge, Jr.; GASTECH; 2009/05/16; CENTRUM; News Online Today; Tethys; Kronos; GAStech International",52
443,ABILA; 1993/09/20; News Online Today; Abila's Deep Water Port; East Pier; Kronos; GAStech International,32
444,ABILA; Abila police; 2014/01/21; News Online Today; GAStech; Kronos,25
445,Wellness for All; 1998/11/15; Kronos; Elodis; WELLNESS FOR ALL; News Online Today; ELODIS,31
446,Wellness for All; Elodis Community Health Center; Kronos; 2002/05/25; 1998; News Online Today; ELODIS,45
447,ABILA; TRAFFIC ACCIDENT NEAR ELODIS; Elodis; News Online Today; 2007/04/11; Kronos; GAStech International,37
448,ABILA; 14; Protectors of Kronos; Edvard Vann; GASTECH; News Online Today; Kronos Government; 2014/01/20; GAStech; Kronos,43
449,"$110 million; 1998; Sten Sanjorge, Jr.; GASTECH; CENTRUM; 1999/02/19; News Online Today; Tethys; GAStech International",45
450,ABILA; 10%; Oil; 2001/03/18; Gas Development; 77; Rural Areas; 23; News Online Today; Health Education; Clean Water Projects; Kronos; General Assembly; Health Care,56
451,ABILA; Abila police; Protectors of Kronos; 2010/06/21; News Online Today; Kronos; POK,30
452,"ABILA; Initial Public Offering; 8 AM; CEO; Tomorrow Morning; News Online Today; Sten Sanjorge, Jr.; 2014/01/19; Kronos",39
453,"1961; Sten Sanjorge, Sr.; Ingrid Sanjorge; GAStech International; Sten Sanjorge, Jr.; News Online Today; Tethys; 1994/02/18; Centrum",50
454,ABILA; 2001/06/15; News Online Today; Vincent Kapelou; President Kapelou; Cesare Nespola; Kronos; Minister of Health,37
455,ABILA; Abila; Protectors of Kronos; 2010/06/21; News Online Today; Kronos; POK; Abila Police Headquarters,34
456,"Police; 2013/12/16; Abila; News Online Today; ABILA, Kronos; Adrien Carmen; POK",29
457,ABILA; 1998/11/15; 1990s; Protectors of Kronos; Elodis; News Online Today; Cesare Nespola; Kronos; POK; Minister of Health,45
458,ABILA; 2012/06/20; News Online Today; Kronos; POK,28
459,Wellness for All; Elodis Community Health Center; Kronos; 1998; 2004/05/30; News Online Today; ELODIS,45
460,"5.4%; fourth quarter of 1999; gross domestic product; Bureau of Economics; KRONOS GDP ON THE RISE; 2000/01/15; News Online Today; Kronos; ABILA, Kronos",49
461,Kronos; Wellness For All; KRONOS; Reese; Petrus Gerhard; News Online Today; 1998/05/15; ELODIS,33
462,"Police; 2012/03/08; News Online Today; Vincent Kapelou; ABILA, Kronos; Minister of Health; POK",31
463,Gas Industry; last year; Energy Minister Jules Jecovic; 15%; 20 years; .83m barrels of oil per day; 8%; Oil and Gas Kronos; News Online Today; 2012; Kronos; 2012/02/21,57
464,30 June 2013; Protectors of Kronos; News Online Today; President Kapelou; Kronos,24
465,ABILA; benzene; KAREL DEATH ANNIVERSARY; 2013/06/21; Protectors of Kronos; Elodis; Juliana Vann; 1998; Tiskele River; News Online Today; June 19th; Kronos; Kronos government,62
466,"CFO Ingrid Barranco; CIO Ada Campo-Corrente; 2013/12/16; $327.25 million; $96.25 million; GAStech - Kronos; Sten Sanjorge, Jr.; CENTRUM; News Online Today; Tethys; COO Orhan Strum; GAStech International",84
467,"Elian Karel; President's office; Minister of Justice; Protectors of Kronos; Friday; News Online Today; Abila City Prison; ABILA, Kronos; Chief of Police; 2009/06/20",60
468,ABILA; 1995/11/22; Abila General Hospital; Araullo; News Online Today; 1930; Kronos,29
469,20 January 2014; 3:05 PM; Tethys News; GAStech; P2o,25
470,Ingrid Barranca; 20 January 2014; Sten Sanjorge Jr.; Willem Vasco-Pais; Orhan Strum; Ada Campo-Corrente; capitol; 12:25 PM; Tethys News; GAStech,54
471,Vann; 20 January 2014; The police; Tethys News; GAStech; POK,24
472,The police; GAStech; 20 January 2014; Tethys News,18
473,3:40 PM; GAStech; 20 January 2014; Tethys News,21
474,20 January 2014; Abila; Sten Sanjorge Jr.; Tethys; Tethys News; GAStech; 6:10 PM,35
475,20 January 2014; 6:40 PM; Tethys; Tethys News; GAStech,25
476,20 January 2014; Tethys News; Ingrid Barranca; GAStech; 1:35 PM,26
477,GAStech; 20 January 2014; Tethys News; 5:10 PM,21
478,20 January 2014; Abila; Edvard Vann; Tethys News; GAStech; POK,26
479,GAStech; 12:40 PM; 20 January 2014; Tethys News,21
480,7:45 PM; 20 January 2014; The Carman; Tethys News; GAStech,25
481,GAStech; 20 January 2014; Tethys News; 2:00 PM,21
482,10:20; GAStech; 20 January 2014; Tethys News,20
483,GAStech; 8:15 PM; 20 January 2014; Tethys News,21
484,Willem Vasco-Pais; GAStech; 20 January 2014; Tethys News,22
485,20 January 2014; Abila; 12:20 PM; The police of Abila; Tethys News; GAStech,30
486,20 January 2014; Strum di Orhan; Mr. Strum; Tethys News; GAStech,26
487,10:30; 20 January 2014; The fire unit of Abila; Tethys News; The National Fire Departments; GAStech,32
488,20 January 2014; Kapelou; Tethys News; 8:00 PM; GAStech; Megaphone Rufus Drymiau,34
489,20 January 2014; Abila; 7:30 pm; Tethys News; 7:15 PM; GAStech,30
490,7:40 PM; 20 January 2014; The Carman; Tethys News; GAStech; Kronos,28
491,GAStech; 4:25 PM; 20 January 2014; Tethys News,21
492,20 January 2014; Kronos; 10:00 PM; Tethys News; Tethys; GAStech; Ministry of Tethyn,34
493,GAStech; 3:20 PM; 20 January 2014; Tethys News,21
494,20 January 2014; GSAtech; Ada Campo-Corrente; Tethys News; GAStech; 1:30 PM,31
495,20 January 2014; Abila; Jr. of the CEO Sten Sanjorge; Tethys News; Capitol; GAStech,31
496,GAStech; 6:30 PM; 20 January 2014; Tethys News,21
497,Carman di Adrien; GasTech; 20 January 2014; Abila; 7:35 PM; Tethys News; GAStech; police of Abila,38
498,20 January 2014; Abila; 11:55 PM; Captain Federigo Accardi; Tethys News; GAStech,30
499,GAStech; 5:50 PM; 20 January 2014; Tethys News,21
500,GAStech; 10:50; 20 January 2014; Tethys News,20
501,20 January 2014; Tethys News; 5:30 PM; GAStech; Kronos; POK,27
502,GAStech; Mr. Strum; 20 January 2014; Tethys News,20
503,GAStech; 11:45; 20 January 2014; Tethys News,20
504,20 January 2014; 1947; The Abila Post; Haneson Ngohebo; GAStech; Abila Police,31
505,20 January 2014; The Abila Post; Haneson Ngohebo; Kronos Government; 2021; GAStech; Kronos,34
506,20 June 2009; ABILA; Protector of Kronos; Elian Karel; The Abila Post; Elodis; 1998; The Protectors of Kronos; Siopa; Juliana; Justice for Elian; Kronos; POK,59
507,20 January 2014; ON THE SCENE BLOG; The Abila Post; Haneson Ngohebo; Tethys; GAStech; Kronos,37
508,21 January 2014; GAStech Incident; The Abila Post; Abila Police Department; Haneson Ngohebo; 9:00; ON THE SCENE BLOG,41
509,"ABILA; 2 October 2010; President Dorel Kapelou II; Kronesian; Democratic Party of Kronos; Ren Touvi; The Abila Post; Party of Kronos Industrialists; Kronos; Kronos, Be Ever True to Thee; General Assembly",81
510,21 January 2014; The Abila Post; Haneson Ngohebo; Tethys; Kronos; Abila Police; GAStech International,35
511,21 January 2014; The Abila Post; Haneson Ngohebo; The Protectors of Kronos; RANSOM DEMANDS FROM POK; GAStech; $20 million,44
512,ABILA; Mr. Kapelou; The Abila Post; Protectors of Kronos; Vincent Kapelou; President Kapelou; Kronos; POK; Minister of Health; 8 March 2012,46
513,20 January 2014; The Abila Post; Haneson Ngohebo; AFD; GAStech; The Abila Fire Department; 11:45 AM,38
514,ABILA; Kronos; contamination; Government of Kronos; The Abila Post; Elodis; report; Tiskele Bend; 15 October 1997; international health standards; GAStech International,60
515,20 January 2014; The Abila Post; Haneson Ngohebo; GAStech; IPO,25
516,ABILA; GAStech President; 10:00; 20 January 2014; The Abila Post; Protectors of Kronos; Edvard Vann; CEO Sten Sanjorge Jr.; GAStech - Kronos; Abila Police Department; Abila Fire Department; January 20th; Kronos Government; Tethys; GAStech; Kronos; GAStech International,108
517,20 January 2014; The Abila Post; Haneson Ngohebo; Tethys airport; Sanjorge Jr.; Kronos Government; Tethys; GAStech; 1853 UPDATE; 2:00 PM,63
518,20 January 2014; Police; The Abila Post; Haneson Ngohebo; GAStech; Abila Police,29
519,20 January 2014; City Morgue; Abila; The Abila Post; Haneson Ngohebo,26
520,"ABILA; Elian Karel; The Abila Post; Protectors of Kronos; Michale Kraft; GAStech - Kronos; Sten Sanjorge, Jr.; 12 March 2009; GAStech; Kronos; POK; Adrien Carman",59
521,20 January 2014; The Abila Post; Haneson Ngohebo; GAStech - Kronos; AFD,29
522,"20 January 2014; The Abila Post; Haneson Ngohebo; Abila Airport; Rome, Italy; ON THE SCENE BLOG",34
523,20 January 2014; 1915; The Abila Post; Protectors of Kronos; Edvard Vann; Haneson Ngohebo; GAStech; POK,41
524,Police; Kronos; The Abila Post; Protectors of Kronos; Elodis; 24 September 2005; Tiskele Bend; Rufus Drymiau; Kronos Government; ELODIS; GAStech International,49
525,Chief Operating Officer; 20 January 2014; ON THE SCENE BLOG; The Abila Post; Orhan Strum; Haneson Ngohebo; GAStech; Linda Lagos,42
526,The Abila Post; The Abila Fire Department; 20 January 2014; Haneson Ngohebo,25
527,ABILA; protesters; 20 June 2010; Abila police; The Abila Post; Protectors of Kronos; plaza; riot police; Kronos; POK,38
528,ABILA; President Dorel Kapelou II; 2 October 2000; Luis Araullo; Kapelou; Dorel Kapelou II; The Abila Post; Kronos; 1 October,46
529,ABILA; Vann; Protector of Kronos; 20 January 2014; The Abila Post; Government; Edvard Vann; Elodis; the police; the government; Kronos Police; GAStech; Kronos; POK,56
530,"Sara Tuno; 20 January 2014; The Abila Post; Government; Haneson Ngohebo; CEO Sanjorge, Jr.; Abila Post; GAStech",41
531,20 January 2014; ON THE SCENE BLOG; The Abila Post; Haneson Ngohebo; GAStech,30
532,Elian Karel; Protectors of Kronos; chromium; June 19; toluene; ABILA; selenium; Wellness for All; 1997; xylene arsenic; Jeroen Karel; 2011; Elodis; lead; WFA; benzene; Abila; Government of Kronos; Juliana Vann; 1998; Tiskele Bend; 2009; GAStech; Kronos; POK; barium; 22 August 2012; The Abila Post; Karel; GAStech International,151
533,20 January 2014; Abila; The Abila Post; Protectors of Kronos; Haneson Ngohebo; GAStech,32
534,The Abila Post; GAStech - Kronos; 20 January 2014; Haneson Ngohebo,27
535,20 January 2014; The Abila Post; 15:20; Haneson Ngohebo; Abila Airport; Rome; GAStech; Kronos,37
536,14 May 2011; ABILA; Africa; Middle East; The Abila Post; Protectors of Kronos; Europe; Kronos,30
537,WFA; benzene; Wellness for All; selenium; barium; xylene arsenic; Government of Kronos; The Abila Post; Protectors of Kronos; Elodis; chromium; lead; 15 November 1998; Tethys; toluene; Kronos; GAStech International,66
538,"21 January 2014; The Abila Post; Haneson Ngohebo; CEO Sten Sanjorge, Jr.; Tethys; GAStech; Centrum",39
539,20 January 2014; GAStech meeting; The Abila Post; Haneson Ngohebo; GAStech; Kronos,31
540,ABILA; The Abila Post; Elodis; 16 August 2000; Tiskele Bend; GAStech; Kronos; GAStech International,50
541,20 January 2014; The Abila Post; Haneson Ngohebo; 1920 UPDATE; ON THE SCENE BLOG; Abila Police,35
542,20 January 2014; police; government; The Abila Post; Haneson Ngohebo; fire department; GAStech,30
543,"FOREIGN WARRANT; DRUG PARAPHERNALIA; 1/7/1992; PEDESTR; ABILA; 12/1/1993; COARDA, SEVE; GUDENZ, KEL; 8/31/1952; 22 November 2011; 2/17/1982; CUSEMA, BRITA; 3/26/1981; DUNNA, THAD; HASHISH; KRONOS POLICE; 4/3/1994; 3/17/1971; AWELON, CYNTHE; MORDECAI, FRANCISCO; PEAIRS, MELSHA; SALANIAU, FERDINAND; 2/15/1995; HOLANDE, ANDA; 7/2/1995; 5/13/1979; 3/20/1981; The Abila Post; KIBALIAU, IYAN; 9/20/1974; BLUMIAU, WILLEM; MDMC; BODROGI, CARMINE",256
544,"20 January 2014; The Abila Post; Haneson Ngohebo; Abila Airport; Rome, Italy; 1520 UPDATE; GAStech",36
545,ABILA; Emilio Haber; 27 July 2011; The Abila Post; Protectors of Kronos; Siopa district; No entities detected.; Rufus Drymiau; Kronos Government; Kronos; POK,49
546,"CFO Ingrid Barranco; 20 January 2014; 5 million cubic meters; GAStech - Kronos; COO Orhan Strum; Centrum; ABILA; The World; $327.25 million; Government; $96.25 million; Haneson Ngohebo; Tethys; Sten Sanjorge, Jr.; GAStech; $1.96 billion; Kronos; 16 December 2013; CIO Ada Campo-Corrente; $38.5 million; Mr. Sanjorge, Jr.; The Abila Post; Ms. Avila; Miriam Avila; GAStech International; IPO",168
